Speaker	Utterance	Emotion	Sentiment
maya	विशल् जि इ अम् सो सोर्र्य्, मोनिश कि जिध् थि कि हुम् लोग् इश् तर से चोर्रिदोर् मे च्रिच्केत् खेले तोह् 	neutral	neutral
vishal guha	नेहि नेहि कोहि बात् नेहि हमरि च्रिच्केत् चरीर् कि सुरुवत् भि चोर्रिदोर् से हि हुयि है 	neutral	neutral
indu	अच्च चलिये चलिये चलिये विशल् जि गमे सुरु किजिये चलिये	neutral	neutral
vishal guha	बत् कौन् करेग?	neutral	neutral
monisha	मै	neutral	neutral
vishal guha	चलो 	neutral	neutral
indu	इ विल्ल् बे थे रुन्नेर् 	neutral	neutral
monisha	धिरे दलियेग धिरे दलियेग प्लेअसे धिरे दलियेग	neutral	neutral
maya	मोनिश प्लेअसे इश् फ़्लूर् पे और् भि लोग् रह्ते है 	neutral	neutral
monisha	मम्मि जि, इये दोनो तोह् बहर् गेये हुए है 	neutral	neutral
indu	और् अब् तक् तोह् इन् लोगो ने तोह् पोलिचे चोम्प्लैन्त् भि कर् दिये होन्गे हमरे खिलाफ़्	neutral	neutral
maya	व्हत्	neutral	neutral
sahil	नेहि नेहि नेहि हे इस् जुस्त् जोकिन्ग्। विशल् जि, बोव्लेद् किजिये ओउत् किजिये चलिये	neutral	neutral
monisha	नेहि 	neutral	neutral
sahil	ओउत्! 	neutral	neutral
monisha	नोत् ओउत् नोत् ओउत् नोत् ओउत् नोत् ओउत् न 	neutral	neutral
vishal guha	नेहि नेह् एक् तप्पि ओउत् 	neutral	neutral
monisha	धत् तेरिकि	neutral	neutral
 
monisha	सहिल्, तुम् तिगेर् हो य तोत? 	neutral	neutral
sahil	मै तोह् समज़्त थ कि मै इन्सान् हु	neutral	neutral
monisha	जन्ते हो, आज् सरित औन्ति ने मुज्से हुम्दर्दि जतयि। कह, कि तेरे सहिल् के तरह् तोह् कोहि लर्कि अन्ख् उथकर् भि नेहि देखेगि। 	neutral	neutral
sahil	ह वो इश् लिये क्युन्कि सरि लर्किय जन्ति है के मै सिर्फ़् तुम्हर हु। 	neutral	neutral
monisha	मत्लब् तोत। तुम् तोते हो? और् वो भि दुध् पिते। 	neutral	neutral
 
maya	ओह् गोद् 	neutral	neutral
sonya	हि मोम्	neutral	neutral
maya	सोन्य? दुश्यन्त्? तुम् दोनो रत् के दो बजे इह केय कर् रहि हो? अयो अयो अन्दर् अयो। केय हुअ सब् थिक् तो है न? 	neutral	neutral
 
indravardhan	हेल्लो॥भै मैन् इन्द्रवर्धन् सरभै थे ग्रेअत् बोल् रह हून्। अरेय् भै एक् खबर् है, वो मेर बेत है न सहिल्, वो फिर् से घर् छोद् के भाग् गय है। हान् सब् लोग् बोहोत् तेन्सिओन् मेइन् है यार्। इस्लिये फोने भि तोह् नहि किय न। है न मोनिश?	neutral	neutral
monisha	हान् वहि तोह्, उस्के मोबिले पे मेर नुम्बेर् फ़्री है, फिर् भि	neutral	neutral
indravardhan	मय? नतुरल्ल्य् मय को तोह् फ़िक्र् होगि न वो तो बोह्त् परेशन् है अफ़्तेरल्ल् शे इस् थे मोथेर्। एक् तोह् बेत घर् चोर् क् भाग् गय उपर् से मय क् सर् मेइन् ज़बर्दस्त् दन्द्रुफ़्फ़् हो रह है	neutral	neutral
