Speaker	Utterance	Emotion	Sentiment
maya	यह् कहन जरुरि थ?	anger	negative
sahil	एक्ष्चुसे मे गुय्स्! किस्मि के बरे मेइन् सोचे ओह् म्य् गोद् सहिल्	neutral	neutral
indravardhan	ओह् म्य् गोद् सहिल् ६ बजने वले हैन् और् तुम् तो जन्ते हो एम्बस्स्य् तोवेर्स् के पिचे ६ बजे के बद् क्य होत है	fear	negative
sahil	क्य होत है?	neutral	neutral
indravardhan	उप् चोमे ओन् अब् अच्तिन्ग् मत् करो जैसे तुम्हेन् कुछ् पत हि नहिन् है	anger	negative
sahil	वक्य मेइन् मुझे कुछ् पत नहिन् है कुछ्	fear	negative
indravardhan	आआ हहह। मोनिश यहन् पेर् बैथि है इसिलिये निर्दोश् बन्ने कि कोशिश् कर् रहे हो।	contempt	negative
maya	इन्द्रवर्धन् एम्बस्स्य् तोवेर्स् के पिचे क्य होत है ६ बजे के बद् बको!	anger	negative
indravardhan	कुछ् नहिन् मैय हो गुन्दय् मवलि वहन् चोरि क मल् भेज्ते हैन्। यह् इम्पोर्तेद् घतिय वगैर ४०० ५००र्स् मेइन् मिल् जाति है	neutral	neutral
sahil	रिघ्त्!	neutral	neutral
monisha	अरे वह्। सहिल् चलो चलो वहन् चल्ते हैन् वैसे भि मेरि गदि बन्द् हो गै है चलो न	joy	positive
sahil	मोनिश	anger	negative
monisha	और् किस्म् भि तोह् खो गै है। हैन	neutral	neutral
madhu	हेल्लो एवेर्य्बोद्य्	joy	positive
sahil	ओह् म्य् गूद्नेस्स् मधुसुदन् फ़ुफ़। कोइ नहिन् बतएग किस्मि खो गै है	fear	negative
maya	हेल्लो मधु भै आप् चोल्द् चोफ़्फ़ी पियेन्गे यह् फ़्रेन्च् चम्पग्ने?	joy	positive
madhu	हैन्?	neutral	neutral
indravardhan	मय। फ़्रेन्च् चम्पग्ने घर् मेइन् है?	neutral	neutral
maya	बोलने मेइन् क्य जत है उन्हेन् सुनै थोदि दे रह है	neutral	neutral
 
maya	येस्स्?	neutral	neutral
kismi	नमस्ते	neutral	neutral
maya	आप् कोन्?	neutral	neutral
kismi	किस्मि	neutral	neutral
maya	एक्ष्चुसे मे	surprise	neutral
kismi	मेर नाम् है। वोह् चोचोलते आति थि न मीथि मीथि गोदि गोदि। उसे पेसे रख।	joy	positive
madhu	हि मय	joy	positive
maya	मधुभै आये आये। बहुत् दिनो बाद्।	neutral	neutral
madhu	मय य मेरे भै मोति लल् जि कि छोति बेति, किस्मि।	neutral	neutral
maya	इस्क नाम् सच्मुच् किस्मि है	contempt	negative
